qid,num_rel,num_methods_hit_any,num_methods_hit_all,high_concordance_any,low_concordance_any,k,bge.txt_hit_any,bge.txt_hit_all,bge.txt_rel_in_topk,bge.txt_first_hit_rank,bm25.txt_hit_any,bm25.txt_hit_all,bm25.txt_rel_in_topk,bm25.txt_first_hit_rank,bm25_e5_rerank.txt_hit_any,bm25_e5_rerank.txt_hit_all,bm25_e5_rerank.txt_rel_in_topk,bm25_e5_rerank.txt_first_hit_rank,e5.txt_hit_any,e5.txt_hit_all,e5.txt_rel_in_topk,e5.txt_first_hit_rank,hybrid_rrf_bm25_e5.txt_hit_any,hybrid_rrf_bm25_e5.txt_hit_all,hybrid_rrf_bm25_e5.txt_rel_in_topk,hybrid_rrf_bm25_e5.txt_first_hit_rank
1abfbf89-6e45-4b3a-aebb-ed13a839e4c0,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1ad1a5ed-6f8d-4924-ac27-4a12a0d2652b,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
1b04f7c6-c18a-42fd-9ac3-8a01e02ccf58,2,5,3,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
1b09762e-23ff-43a3-80f4-d41b28cb5ec7,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1b1322ca-569d-449c-ba38-e973eb4a0642,2,4,0,True,False,10,True,False,1,4,True,False,1,9,False,False,0,,True,False,1,1,True,False,1,5
1b1ef908-56e1-40ff-95bd-bf8560de22f1,2,5,2,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,False,1,1,True,True,2,1
1b51d4d4-4423-4c1c-9391-6e207398e197,2,5,0,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
1b6d0bfa-6ceb-4d98-bdb7-6fafd5c61e65,2,5,0,True,False,10,True,False,1,4,True,False,1,6,True,False,1,4,True,False,1,4,True,False,1,1
1c2a0388-b6a9-4e59-b27f-7f0a9a427791,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1c2f8187-168b-46fe-a9cb-e91af6a4dc0f,2,5,5,True,False,10,True,True,2,2,True,True,2,2,True,True,2,3,True,True,2,3,True,True,2,1
1c9b8697-24c5-4186-9d1e-09268679663c,2,1,0,False,True,10,True,False,1,5,False,False,0,,False,False,0,,False,False,0,,False,False,0,
1cb0316e-6924-4a57-963d-2e15a8f3fb75,2,2,0,False,False,10,False,False,0,,True,False,1,4,False,False,0,,False,False,0,,True,False,1,2
1d97e011-f135-4f7f-888e-a7d0f260742e,2,5,2,True,False,10,True,False,1,1,True,False,1,3,True,True,2,1,True,False,1,1,True,True,2,1
1dd0f777-6055-4934-84be-02cf79298ed0,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1deca73d-553a-41e6-addb-7481aa697881,2,4,1,True,False,10,False,False,0,,True,False,1,5,True,False,1,2,True,False,1,2,True,True,2,4
1e5cf848-a6f9-4226-9db0-78e6545c7430,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1e8d99af-5048-40e1-b105-f64bf4aaa3a4,2,5,3,True,False,10,True,True,2,1,True,False,1,1,True,True,2,3,True,True,2,3,True,False,1,1
1eb0cf6e-92cf-46f0-8813-31a80c6e3141,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
1f5f766d-53c0-497f-8f4e-607b307be721,2,5,1,True,False,10,True,False,1,1,True,False,1,4,True,False,1,1,True,False,1,1,True,True,2,1
1f8a2691-edb7-4c63-ba24-39aacdafc692,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1fadec84-1a66-4459-a3f9-838edc108f62,2,5,4,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
1fb50221-b8a8-48ea-84db-a25b02dbd254,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1fb95131-963d-42ee-8e9f-47f722235a97,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1fdabf33-c6bf-4a19-bdd4-588d49c0cc3b,2,5,4,True,False,10,True,True,2,2,True,False,1,5,True,True,2,1,True,True,2,1,True,True,2,1
202fe720-21a5-42aa-9c67-4be604e759e4,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,False,1,5
208c5eb5-f8eb-45ee-8ae0-53436987524a,2,5,4,True,False,10,True,True,2,1,True,False,1,6,True,True,2,1,True,True,2,1,True,True,2,1
20d07029-ae62-4e4b-ae09-fcf9f7a020dd,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
20f85681-4c6c-4e76-8bd3-a25c0923d677,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
2176fed9-105b-479e-a3da-719901f25d1d,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
217f66d6-8974-41ac-ad52-d4616c1d1306,2,5,2,True,False,10,True,False,1,3,True,True,2,1,True,False,1,4,True,False,1,10,True,True,2,1
2205b54c-0042-4882-9ab2-fa229e15f7d6,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
22366957-6877-461a-96de-be9b15c44a24,2,5,3,True,False,10,True,False,1,1,True,False,1,6,True,True,2,3,True,True,2,4,True,True,2,2
2253fd85-ecda-436d-a06b-5b74f08388b7,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
2293b92a-7dab-42b8-9b3b-aa09e35b6f97,2,2,1,False,False,10,True,True,2,5,False,False,0,,False,False,0,,True,False,1,3,False,False,0,
22c41f9e-ad16-437b-ba3c-122221e978b9,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
22c92331-e4ab-4f2c-8466-d576ba8527cc,2,5,3,True,False,10,True,False,1,3,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
22ca694b-c317-45ea-8955-1748f4b70bc8,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
23049f31-5073-4cb0-9f9c-9427347cd4ce,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
243b25ff-6514-40a1-af6f-146140e521e2,2,5,4,True,False,10,True,False,1,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
247bb387-298e-47d7-a79f-ed7da5ca6bf4,2,5,4,True,False,10,True,True,2,2,True,False,1,10,True,True,2,2,True,True,2,2,True,True,2,4
24db265d-1a04-4f9d-af6d-cf3556d94900,2,5,0,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
24e17cb6-a1fc-461c-9190-c018d722362e,2,5,2,True,False,10,True,False,1,1,True,False,1,2,True,True,2,1,True,False,1,1,True,True,2,1
25220c39-72fc-483a-90db-d2e5186be6ff,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2543e53a-598e-4b3b-b236-0233bb349ff2,2,5,3,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,False,1,1,True,True,2,1
25b632b8-9f5b-4df0-8f62-c9e7b5cf920a,2,5,3,True,False,10,True,False,1,1,True,False,1,4,True,True,2,1,True,True,2,1,True,True,2,1
25e75bc2-194f-4d10-b336-b2d140e908c7,2,5,2,True,False,10,True,False,1,2,True,True,2,2,True,False,1,3,True,False,1,3,True,True,2,1
268df124-5a8f-43f6-bc49-617d5da39274,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
26aa8808-5410-4e20-b024-62a61fd3ba07,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
26eabe29-684b-402a-9dbc-81c3b27554a9,2,5,3,True,False,10,True,False,1,5,True,False,1,6,True,True,2,7,True,True,2,8,True,True,2,2
27075927-eeb6-4828-93ff-4212641c30e9,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
27345738-e938-4f1d-84c9-27d976ddddaa,2,4,3,True,False,10,True,True,2,5,False,False,0,,True,True,2,4,True,False,1,4,True,True,2,2
27409075-345d-4278-b4b2-acb4a932708d,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
278f28ff-ef7d-499a-ad35-1b5220ba90e1,2,4,3,True,False,10,True,False,1,1,False,False,0,,True,True,2,1,True,True,2,1,True,True,2,5
27b76cc5-4de0-45e6-9c29-dc26f460950b,2,4,0,True,False,10,True,False,1,3,False,False,0,,True,False,1,7,True,False,1,7,True,False,1,7
27d8be63-c942-4bd3-8300-f4ee669e68c8,2,5,1,True,False,10,True,False,1,6,True,False,1,5,True,False,1,5,True,False,1,5,True,True,2,2
2863c712-0101-4af5-a3de-928246a8a01c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
2931eb2a-56eb-4e6b-a514-f8d1bbabd6d7,2,5,0,True,False,10,True,False,1,4,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
29332589-1ee2-410f-94b1-19d2979a9c24,2,5,2,True,False,10,True,False,1,1,True,False,1,6,True,True,2,1,True,False,1,1,True,True,2,2
294fa495-7731-4192-9f3d-1913e3a275f4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2951e1ee-a790-4b44-9927-eddec3b30953,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
29c45055-19bb-46ee-a5ea-3817ea41fb84,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
29f4b138-0112-44fe-8e43-ef1f0cd7f087,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
2a774a9c-2edf-4898-9d1a-aae5c1f5b0b7,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
2a982814-c599-435a-b608-946a984eb252,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
2acf22a6-6e71-4981-8649-f3eed3cd6986,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2b5489b4-5b1c-443f-ba09-76d6e4893937,2,5,4,True,False,10,True,True,2,2,True,False,1,1,True,True,2,2,True,True,2,2,True,True,2,1
2b83cf40-7057-46ee-ba30-68d54526cb83,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
2be007a4-8bce-4817-89a0-e100d50f93c3,2,5,1,True,False,10,True,False,1,1,True,False,1,9,True,False,1,3,True,False,1,3,True,True,2,3
2d1204e8-1e6a-459a-bb09-062e20bc35fc,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2d85f75d-d900-41ea-9d98-43d70f3547b4,2,5,2,True,False,10,True,False,1,2,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
