qid,num_rel,num_methods_hit_any,num_methods_hit_all,high_concordance_any,low_concordance_any,k,bge.txt_hit_any,bge.txt_hit_all,bge.txt_rel_in_topk,bge.txt_first_hit_rank,bm25.txt_hit_any,bm25.txt_hit_all,bm25.txt_rel_in_topk,bm25.txt_first_hit_rank,bm25_e5_rerank.txt_hit_any,bm25_e5_rerank.txt_hit_all,bm25_e5_rerank.txt_rel_in_topk,bm25_e5_rerank.txt_first_hit_rank,e5.txt_hit_any,e5.txt_hit_all,e5.txt_rel_in_topk,e5.txt_first_hit_rank,hybrid_rrf_bm25_e5.txt_hit_any,hybrid_rrf_bm25_e5.txt_hit_all,hybrid_rrf_bm25_e5.txt_rel_in_topk,hybrid_rrf_bm25_e5.txt_first_hit_rank
0b95fad9-a9f6-4743-be21-123fa95a0485,2,5,2,True,False,10,True,False,1,9,True,True,2,3,True,False,1,7,True,False,1,9,True,True,2,1
0bab5f7f-fa36-4c2a-a3ad-90371a161ed9,2,4,0,True,False,10,True,False,1,8,False,False,0,,True,False,1,7,True,False,1,7,True,False,1,4
0be2219c-69d6-4a64-8cc9-5d3cdcd952c6,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
0c65f635-04c6-4897-8d21-e3e93e09f476,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
0c80d61f-2c6d-4c87-99bb-89aaa50f1e62,2,5,4,True,False,10,True,True,2,2,True,False,1,3,True,True,2,2,True,True,2,2,True,True,2,3
0cf4b1c9-1715-4ed5-a085-17fff1618a3d,2,5,3,True,False,10,True,False,1,5,True,False,1,9,True,True,2,1,True,True,2,1,True,True,2,2
0cf59410-986b-434b-a99d-2eb4781be907,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0d682229-7164-4da5-86f3-5a7a9dba0668,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
0e1f5c5d-0642-4eeb-a9ed-ac15dd7878a7,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
0e4e0a92-3e1b-4ca4-8021-c94dfaa55034,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
0f533df1-ff5f-44b5-bb5a-0e48ed2c21ad,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
0f602026-ad9b-4cbb-91c5-a5309e4c377d,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
10425b81-c89c-4df6-aada-0f689f65305a,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
106f758d-dbb0-431b-b5e1-1ee5caaec471,2,5,1,True,False,10,True,False,1,7,True,False,1,6,True,False,1,7,True,False,1,8,True,True,2,1
116d1c28-622a-4f69-9755-26687bf5c5b5,2,5,2,True,False,10,True,False,1,2,True,False,1,6,True,True,2,2,True,False,1,2,True,True,2,2
1187d5ef-fe2d-49ed-ab21-d1cf45233c60,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
118c9d53-6fc3-465b-822e-9cc0ef27b0a9,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
118f82d1-e09f-45d2-89af-6beabac6671f,2,4,0,True,False,10,True,False,1,2,False,False,0,,True,False,1,1,True,False,1,1,True,False,1,1
11a5b17c-1133-4430-b167-6705bae5796c,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
11d7b87a-5f04-48a9-9957-8c4d79f7f9de,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
11df0cf4-55b0-4fca-a228-dcdba8a35b75,2,5,1,True,False,10,True,True,2,2,True,False,1,9,True,False,1,1,True,False,1,1,True,False,1,1
1297da15-ae61-4eef-9e79-3eef4d255b49,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
12f30223-f335-40fd-a996-dc1afdeebb03,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,False,1,2
137b1eac-0175-49a7-b4b7-373844a5db76,2,5,3,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
13bbfba9-7f07-465c-adad-249241523293,2,5,2,True,False,10,True,False,1,2,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
14116b6e-31b7-4190-82bd-2f3632194053,2,5,3,True,False,10,True,True,2,4,True,False,1,1,True,True,2,2,True,False,1,2,True,True,2,1
145d4c6e-34f5-4bda-bfd2-de4dabeec16e,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
1478bca4-e05b-49c8-bcdb-fe393695e4e2,2,3,0,False,False,10,False,False,0,,False,False,0,,True,False,1,3,True,False,1,3,True,False,1,4
14a97007-9404-40a0-89c4-ae1f9822bc3b,2,5,0,True,False,10,True,False,1,1,True,False,1,3,True,False,1,1,True,False,1,1,True,False,1,2
14c99921-2979-4c03-a691-4f17407df029,2,5,2,True,False,10,True,False,1,1,True,True,2,8,True,False,1,3,True,False,1,3,True,True,2,5
15c0f9b4-5b53-4f0b-a08d-047b5ec9bb60,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
15e16b5e-51e9-4229-8062-e6edacb37a43,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
167265e9-cbfe-4e43-bab1-6a5c19f034c8,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,2,True,True,2,2,True,True,2,1
167b07f3-f50f-40cf-8c5e-fa48d8763305,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
169726a1-9bac-4033-8eab-9bbdf0d37b2c,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
17a83c51-1caf-49aa-96d4-eb3435bf1bb5,2,5,2,True,False,10,True,True,2,3,True,False,1,2,True,False,1,2,True,False,1,2,True,True,2,1
17d26735-e74d-40b2-a973-ee5b07fddc74,2,3,0,False,False,10,False,False,0,,True,False,1,1,False,False,0,,True,False,1,6,True,False,1,2
18cdb389-9f83-42ac-97e6-cb7fc70292f4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1991df9d-184b-4b31-86e7-05fa599f5417,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
19c4a382-c4f9-4c2f-94cf-8998d64f1fb4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1a26d046-20eb-478b-a402-5b205323cd62,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
1a47b3f9-6d39-4732-b1e7-b2d23d2fa5f7,2,5,4,True,False,10,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1a814571-c846-48ba-83e6-e7f4174ac63c,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
1ac73c31-a2ee-408c-96e3-7e9f508c44be,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
1aeaccb8-904d-415a-b43c-57606b22d9aa,2,4,1,True,False,10,True,False,1,9,True,False,1,1,True,False,1,10,False,False,0,,True,True,2,1
1b8d7ccc-502f-4f57-97c9-147a4d60e498,2,5,0,True,False,10,True,False,1,1,True,False,1,10,True,False,1,7,True,False,1,8,True,False,1,2
1b95aa49-05ce-4ed1-98f3-7942d1de9b77,2,5,0,True,False,10,True,False,1,3,True,False,1,1,True,False,1,5,True,False,1,5,True,False,1,1
1cde57bd-3457-443c-8911-aae194e0a256,2,5,3,True,False,10,True,True,2,1,True,False,1,1,True,True,2,5,True,False,1,5,True,True,2,1
1d872d19-d0e1-45f8-bb03-c29c9e2ffe36,2,4,3,True,False,10,True,True,2,2,False,False,0,,True,True,2,3,True,True,2,3,True,False,1,3
1d8c17d9-740f-4f35-af1e-9e8e8afde951,2,5,2,True,False,10,True,True,2,2,True,False,1,3,True,False,1,1,True,False,1,1,True,True,2,2
1d94f7d2-3bd5-42cb-8520-8c2690b9323a,2,5,0,True,False,10,True,False,1,2,True,False,1,4,True,False,1,3,True,False,1,3,True,False,1,1
1e37d74c-0499-47a0-9dfb-e0ebeb87a4a4,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
1ec4ad58-d6ab-4b64-8d3a-c765a4a94e04,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
1f39f5c4-5e58-46f2-a049-b8662ecde720,2,5,0,True,False,10,True,False,1,1,True,False,1,7,True,False,1,1,True,False,1,1,True,False,1,1
1f6c192f-cc01-475d-9f21-e8ec3408c956,2,5,3,True,False,10,True,False,1,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
1fbb0f5e-2a3f-44a9-9b54-721f72986ec2,2,2,2,False,False,10,True,True,2,1,False,False,0,,False,False,0,,True,True,2,3,False,False,0,
20820697-0fbb-4126-bcd9-997ae7b139fc,2,5,0,True,False,10,True,False,1,5,True,False,1,7,True,False,1,4,True,False,1,4,True,False,1,2
20998458-5a84-4086-9049-f8c85f07767a,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
20d1d797-1fb0-431e-b626-65f66e659120,2,5,0,True,False,10,True,False,1,2,True,False,1,1,True,False,1,2,True,False,1,2,True,False,1,1
20dc9b3d-dff5-4284-9658-5e80aaf0727d,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
215f4477-3729-4a20-a895-804689898506,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
217852c4-0dfa-493b-9772-8d417b7f61e0,2,4,0,True,False,10,False,False,0,,True,False,1,7,True,False,1,8,True,False,1,9,True,False,1,2
21964d87-fc66-4608-a535-4f3030fab873,2,5,2,True,False,10,True,True,2,6,True,False,1,2,True,False,1,2,True,False,1,2,True,True,2,1
219d5229-84e7-43f5-ae88-d6fa56541240,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,2,True,False,1,2,True,True,2,1
21c5ca86-fbbb-42b4-879d-83689e023592,2,5,5,True,False,10,True,True,2,2,True,True,2,9,True,True,2,1,True,True,2,1,True,True,2,1
226d0f47-c308-4e3e-826b-f69da79f4518,2,4,1,True,False,10,True,False,1,6,True,False,1,8,True,False,1,10,False,False,0,,True,True,2,1
22a4fd28-ad89-4a6e-b582-04fedeb6b4c4,2,2,0,False,False,10,False,False,0,,False,False,0,,True,False,1,2,False,False,0,,True,False,1,3
23b25c16-c7c5-41f2-9b9c-238f7cd9f60b,2,4,2,True,False,10,False,False,0,,True,False,1,6,True,True,2,1,True,False,1,1,True,True,2,1
23c9f4d3-ca24-40dd-a8ea-fe88e4f9b4de,2,5,1,True,False,10,True,True,2,2,True,False,1,1,True,False,1,3,True,False,1,3,True,False,1,1
24198419-26aa-4e77-bacc-4c68df4b883f,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
250ac5e3-82a9-4fca-83a2-9decfda71e65,2,5,4,True,False,10,True,True,2,3,True,False,1,1,True,True,2,5,True,True,2,5,True,True,2,1
253a3768-cc5c-4b1c-a476-0262a9629027,2,5,5,True,False,10,True,True,2,3,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
25850d33-8b1e-4dc8-a5c3-a041f444ef21,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
259e49e7-a21e-4f85-843f-a7131f99d964,2,5,5,True,False,10,True,True,2,1,True,True,2,3,True,True,2,1,True,True,2,1,True,True,2,1
2628a279-7653-424c-9a56-d1efdb05224e,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
268c8184-8eb6-452b-bfbe-d5fef6775653,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
27178357-2273-4fff-91fb-5adc518cf235,2,5,0,True,False,10,True,False,1,3,True,False,1,3,True,False,1,6,True,False,1,6,True,False,1,1
27a1ef0c-2a09-4206-8a95-92cf73d01bb3,2,4,0,True,False,10,True,False,1,4,True,False,1,6,True,False,1,9,False,False,0,,True,False,1,4
27e2d675-6121-4176-b655-99c743517ffe,2,5,5,True,False,10,True,True,2,3,True,True,2,3,True,True,2,3,True,True,2,3,True,True,2,2
28022506-8f7b-4662-b428-8b4f23f0a91e,2,5,1,True,False,10,True,True,2,2,True,False,1,2,True,False,1,2,True,False,1,2,True,False,1,1
28299dab-10fd-44e2-99b9-b11f4fa4ec14,2,5,0,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
28415a43-b023-487b-bbae-2744aa07a4e4,2,5,3,True,False,10,True,True,2,1,True,True,2,2,True,False,1,4,True,False,1,4,True,True,2,1
28a7a877-26c3-460b-af6d-2dda1df8d4fd,2,3,0,False,False,10,False,False,0,,True,False,1,1,True,False,1,10,False,False,0,,True,False,1,2
28b0a834-8e65-43d0-8c9b-7706e98cf2a5,2,5,2,True,False,10,True,True,2,4,True,False,1,6,True,False,1,4,True,False,1,4,True,True,2,1
28ec1157-58ba-4595-948c-49c2afb81f1f,2,5,0,True,False,10,True,False,1,7,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
2962c0ef-e67e-44fc-94d1-a1b1708bdf24,2,4,0,True,False,10,True,False,1,6,False,False,0,,True,False,1,5,True,False,1,5,True,False,1,6
29720e15-0314-40e8-b7f6-ed7bc651e089,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
2a9db6ef-0643-4aec-9c13-86ab40ae1e32,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2a9e8f9d-5d62-490d-b606-2772ab201b3b,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,3,True,True,2,3,True,True,2,1
2b112372-8e72-4d62-a96a-0f9eabcab969,2,4,3,True,False,10,True,False,1,8,True,True,2,1,True,True,2,7,False,False,0,,True,True,2,1
2bec26b6-ee43-4f59-ba97-a00908fbe7ab,2,5,3,True,False,10,True,False,1,1,True,False,1,2,True,True,2,3,True,True,2,3,True,True,2,1
2c21bbd1-10de-4355-be12-6ca0e7530441,2,3,0,False,False,10,False,False,0,,True,False,1,8,True,False,1,6,False,False,0,,True,False,1,1
2c8cf448-56d4-4c5b-a2c8-de79c5c41420,2,5,5,True,False,10,True,True,2,3,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
2c8de2c7-69f9-45fc-8fe6-24878dc59a1e,2,5,3,True,False,10,True,True,2,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
2d23c46f-994d-47e3-a361-c74c193d85e2,2,4,1,True,False,10,True,False,1,4,False,False,0,,True,False,1,8,True,False,1,8,True,True,2,5
2d32e77e-5662-4ee2-ae96-ad52345e61d6,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2d357328-6e2e-4a57-a497-a565f20a34f2,2,5,2,True,False,10,True,False,1,1,True,True,2,1,True,False,1,1,True,False,1,1,True,True,2,1
2d8800d3-3484-4eb3-987c-aea5560270dd,2,5,2,True,False,10,True,True,2,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
2da51711-2423-4f64-b1a5-9cddd70758e2,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2db018d7-27ec-4754-9dda-6e3924352122,2,5,5,True,False,10,True,True,2,2,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
2e905f2a-368d-4c86-a138-acfa2201d856,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
2ef6e0e7-faad-4222-938b-95bc429d518a,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
2f226e83-2d2c-4623-a68d-ad1a8357373f,2,3,0,False,False,10,True,False,1,1,False,False,0,,False,False,0,,True,False,1,1,True,False,1,9
2f351d84-486f-4921-bda8-d32d48a67d77,2,5,0,True,False,10,True,False,1,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
2f66c20e-8bfa-4344-8e72-e87090f54294,2,5,1,True,False,10,True,False,1,1,True,False,1,8,True,False,1,1,True,False,1,1,True,True,2,1
2f77b608-4c63-4356-a0fd-7f1031a47cab,2,4,1,True,False,10,False,False,0,,True,False,1,1,True,False,1,3,True,True,2,3,True,False,1,1
2f8f6e65-5af7-4db1-9176-5545e308b966,2,5,5,True,False,10,True,True,2,2,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
2fc74cbd-11ae-4d7d-b7c6-79bf0ec0bad9,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,1,True,True,2,1,True,True,2,1
2fd57850-0d0b-40f2-a665-05f61ecf1a01,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
2fff5f0d-17de-4ab1-8241-3f5d7b024266,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
30c57292-e45b-4552-a835-68eb78fa9bf0,2,2,0,False,False,10,False,False,0,,True,False,1,8,False,False,0,,False,False,0,,True,False,1,1
31209a06-1dad-4633-996c-049f7573eb16,2,5,0,True,False,10,True,False,1,9,True,False,1,2,True,False,1,1,True,False,1,1,True,False,1,1
313cbf84-ca19-4fa6-965b-f034b2a09548,2,5,3,True,False,10,True,False,1,3,True,False,1,1,True,True,2,3,True,True,2,3,True,True,2,1
319eeada-bc4b-42f9-8ea1-86618b8c656a,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
326631ad-ee1b-4bfb-8068-f5a1c1eda328,2,5,2,True,False,10,True,False,1,3,True,False,1,2,True,True,2,3,True,False,1,3,True,True,2,1
32dcdf09-c0d5-443a-8786-14596faed207,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,2,True,True,2,2,True,True,2,1
33211b22-7957-4133-b00e-c1d8717c28f1,2,2,2,False,False,10,False,False,0,,True,True,2,1,False,False,0,,False,False,0,,True,True,2,1
33334467-f160-451c-a2d5-8277d95213c4,2,5,0,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1
3392d62b-0d3b-422c-89af-404fdd99ba5c,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
339cd774-1c4d-4f06-afc5-b1c88af56c76,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
33e135f4-5103-4394-b70f-3c85d19d4560,2,0,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,False,False,0,
34c380ba-a3e2-49bc-8aff-b6bcd0caa9a4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
34df8a2f-4281-452e-b9ac-05aa685c69a8,2,5,0,True,False,10,True,False,1,1,True,False,1,9,True,False,1,1,True,False,1,1,True,False,1,1
350d5f09-6700-45ca-8143-ca8e0acd99cf,2,5,4,True,False,10,True,True,2,1,True,False,1,4,True,True,2,1,True,True,2,1,True,True,2,1
35137d18-4ede-445f-a2e8-ea64574d7136,2,5,1,True,False,10,True,False,1,1,True,False,1,1,True,False,1,1,True,False,1,1,True,True,2,1
36e12079-4090-4ad0-9bca-045039eaeac4,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
37298e25-ef33-48b7-a419-4190cd78ffcf,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
37300111-ea72-45f5-a021-85423f100860,2,5,5,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,1
373a659d-c525-421d-b811-2369454c0915,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
376d2bfc-3ab9-43f2-b48b-50ca16f1fc69,2,1,0,False,True,10,False,False,0,,False,False,0,,False,False,0,,False,False,0,,True,False,1,10
37b0b0b6-5515-4ae6-8aba-7eef3d54e149,2,5,4,True,False,10,True,True,2,4,True,False,1,5,True,True,2,1,True,True,2,2,True,True,2,1
3822936f-7cb4-4cd5-842b-38cfe3aa4d17,2,5,5,True,False,10,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1,True,True,2,1
38adce2d-2290-4f29-907d-9550b8a47609,2,5,4,True,False,10,True,True,2,1,True,False,1,1,True,True,2,2,True,True,2,2,True,True,2,1
38b53575-f60d-4e1e-80ea-405dbc53a9ce,2,5,4,True,False,10,True,True,2,1,True,True,2,2,True,True,2,1,True,False,1,1,True,True,2,1
3963ff07-3316-43c9-8c44-2a7c4b8bbde2,2,5,1,True,False,10,True,False,1,1,True,False,1,2,True,False,1,1,True,False,1,1,True,True,2,1
3ae2c69c-1a40-4095-af44-3ea34d3a0fb6,2,5,1,True,False,10,True,False,1,4,True,False,1,2,True,False,1,8,True,False,1,9,True,True,2,2
3be7988e-9f3a-456f-ab4a-e1157eac26bd,2,5,3,True,False,10,True,True,2,4,True,True,2,2,True,False,1,5,True,False,1,5,True,True,2,1
3bea68b6-9795-45d7-976a-51886cc72331,2,5,3,True,False,10,True,False,1,1,True,False,1,8,True,True,2,1,True,True,2,1,True,True,2,1
3c002ac9-59c2-4f4d-9d5d-417b19061c6f,2,5,4,True,False,10,True,False,1,1,True,True,2,2,True,True,2,1,True,True,2,1,True,True,2,2
